투자연도,투자월,종목선정일,시장,종목명,종목코드,시가총액,종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
2026,2026-06,2026-05-29,NASDAQ,Microsoft Corp,MSFT,0,426.989990234375,4.71,8.72,-13.22,-7.25,-16.95
2026,2026-06,2026-05-29,NASDAQ,NVIDIA Corp,NVDA,0,214.25,7.36,20.92,21.05,58.55,-5.26
2026,2026-06,2026-05-29,NASDAQ,Broadcom Inc,AVGO,0,426.5799865722656,2.19,33.49,5.86,76.22,-14.91
2026,2026-06,2026-05-29,NASDAQ,Alphabet Inc Class A,GOOGL,0,390.1300048828125,1.39,25.14,21.85,127.16,-8.99
2026,2026-06,2026-05-29,NASDAQ,Tesla Inc,TSLA,0,442.1000061035156,15.85,9.84,2.77,27.6,-12.43
2026,2026-06,2026-05-29,NASDAQ,Alphabet Inc Class C,GOOG,0,386.1199951171875,1.09,23.98,20.62,123.38,-8.06
2026,2026-06,2026-05-29,NASDAQ,Cisco Systems Inc,CSCO,0,118.63999938964844,29.66,49.31,54.2,88.2,0.61
2026,2026-06,2026-05-29,NASDAQ,Applied Materials Inc,AMAT,0,449.6799926757813,13.99,20.78,78.27,186.88,30.18
2026,2026-06,2026-05-29,NASDAQ,Amazon.com Inc,AMZN,0,274.0,3.37,30.48,17.49,33.65,-13.5
2026,2026-06,2026-05-29,NASDAQ,Costco Wholesale Corp,COST,0,995.2000122070312,-1.91,-1.54,8.93,-4.32,0.14
2026,2026-06,2026-05-29,NASDAQ,Meta Platforms Inc,META,0,635.2899780273438,3.82,-1.99,-1.95,-1.88,-11.12
2026,2026-06,2026-05-29,NASDAQ,Lam Research Corp,LRCX,0,318.0,23.32,35.96,103.85,293.61,16.7
2026,2026-06,2026-05-29,NASDAQ,Arm Holdings PLC ADR,ARM,0,335.2699890136719,59.41,163.06,147.32,169.21,3.71
2026,2026-06,2026-05-29,NASDAQ,Intel Corp,INTC,0,120.88999938964844,27.95,165.05,198.05,518.36,15.35
2026,2026-06,2026-05-29,NASDAQ,ASML Holding NV ADR,ASML,0,1605.77001953125,11.59,10.7,51.49,117.95,10.27
2026,2026-06,2026-05-29,NASDAQ,Advanced Micro Devices Inc,AMD,0,518.0900268554688,46.15,158.77,138.17,367.89,0.73
2026,2026-06,2026-05-29,NASDAQ,Micron Technology Inc,MU,0,923.52001953125,78.58,123.95,290.53,877.68,8.32
2026,2026-06,2026-05-29,NASDAQ,Palantir Technologies Inc,PLTR,0,143.33999633789062,3.04,4.48,-14.91,8.77,-25.45
2026,2026-06,2026-05-29,NASDAQ,Apple Inc,AAPL,0,312.510009765625,15.17,18.29,12.07,55.59,-5.69
2026,2026-06,2026-05-29,NASDAQ,Walmart Inc,WMT,0,118.9000015258789,-9.88,-7.07,7.59,20.44,3.17
2026,2026-06,2026-05-29,NASDAQ,Sandisk Corp,SNDK,0,1641.6400146484375,49.72,158.38,635.24,4255.64,15.85
2026,2026-06,2026-05-29,NASDAQ,Texas Instruments Inc,TXN,0,315.95001220703125,12.41,48.96,87.76,72.79,-0.43
2026,2026-06,2026-05-29,NASDAQ,Palo Alto Networks Inc,PANW,0,257.7699890136719,43.75,73.09,35.58,33.96,3.27
2026,2026-06,2026-05-29,NASDAQ,Linde PLC,LIN,0,501.9800109863281,0.17,-1.2,22.34,7.36,2.93
2026,2026-06,2026-05-29,NASDAQ,Netflix Inc,NFLX,0,86.36000061035156,-7.74,-10.27,-19.72,-28.46,-15.35
2026,2026-06,2026-05-29,NASDAQ,KLA Corp,KLAC,0,1927.6300048828125,10.13,26.44,63.99,154.68,27.23
2026,2026-06,2026-05-29,NASDAQ,Qualcomm Inc,QCOM,0,243.2899932861328,35.48,70.9,44.74,67.56,-18.68
2026,2026-06,2026-05-29,NASDAQ,T-Mobile US Inc,TMUS,0,189.009994506836,-3.32,-12.93,-9.57,-21.96,-1.58
2026,2026-06,2026-05-29,NASDAQ,Applovin Corp,APP,0,599.8900146484375,34.4,37.98,0.07,52.64,-23.83
2026,2026-06,2026-05-29,NASDAQ,CrowdStrike Holdings Inc,CRWD,0,671.0,50.53,80.39,31.79,42.35,-6.85
2026,2026-06,2026-05-29,NASDAQ,Marvell Technology Inc,MRVL,0,204.8300018310547,24.03,150.74,129.12,240.31,36.12
2026,2026-06,2026-05-29,NASDAQ,PepsiCo Inc,PEP,0,146.2899932861328,-7.7,-13.82,-1.65,11.29,-1.48
2026,2026-06,2026-05-29,NASDAQ,Western Digital Corp,WDC,0,531.1799926757812,22.25,89.91,225.22,930.42,26.27
2026,2026-06,2026-05-29,NASDAQ,Seagate Technology Holdings PLC,STX,0,880.719970703125,30.74,115.95,218.31,646.75,18.05
2026,2026-06,2026-05-29,NASDAQ,Cadence Design Systems Inc,CDNS,0,373.8500061035156,13.43,24.04,19.89,30.23,1.1
2026,2026-06,2026-05-29,NASDAQ,Vertex Pharmaceuticals Inc,VRTX,0,447.9700012207031,4.82,-9.83,3.31,1.34,4.67
2026,2026-06,2026-05-29,NASDAQ,Intuitive Surgical Inc,ISRG,0,423.6300048828125,-7.43,-15.86,-26.13,-23.3,-5.05
2026,2026-06,2026-05-29,NASDAQ,Shopify Inc,SHOP,0,115.02999877929688,-5.04,-4.72,-27.49,7.28,-9.29
