순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,497000000000000.0,2025-09-30,20.37,40.3,39.37,36.42,24.08
2,000660,SK하이닉스,253000000000000.0,2025-09-30,29.18,19.01,74.36,99.03,63.45
3,373220,LG에너지솔루션,81300000000000.0,2025-09-30,-1.28,17.0,-2.39,-16.16,40.0
4,207940,삼성바이오로직스,71000000000000.0,2025-09-30,-0.4,0.5,-4.96,2.05,22.47
5,012450,한화에어로스페이스,57100000000000.0,2025-09-30,25.23,30.54,78.44,278.52,-10.21
6,329180,HD현대중공업,45700000000000.0,2025-09-30,-0.96,20.19,83.93,178.98,15.34
7,105560,KB금융,44100000000000.0,2025-09-30,6.75,4.15,46.76,42.77,0.26
8,005380,현대차,44000000000000.0,2025-09-30,-2.27,5.65,4.88,-11.89,23.26
9,035420,NAVER,42100000000000.0,2025-09-30,25.17,2.29,37.9,58.5,-4.84
10,034020,두산에너빌리티,40200000000000.0,2025-09-30,1.62,-8.33,157.49,250.08,43.06
11,068270,셀트리온,40000000000000.0,2025-09-30,3.46,8.65,1.65,-3.54,0.98
12,000270,기아,39700000000000.0,2025-09-30,-4.82,3.92,5.67,0.8,15.39
13,055550,신한지주,34400000000000.0,2025-09-30,8.42,15.31,48.12,27.57,3.53
14,042660,한화오션,33800000000000.0,2025-09-30,-1.52,38.92,64.63,261.05,27.83
15,028260,삼성물산,31400000000000.0,2025-09-30,10.01,14.37,53.96,33.96,22.97
16,032830,삼성생명,31300000000000.0,2025-09-30,9.43,22.92,83.59,68.03,0.51
17,009540,HD한국조선해양,29100000000000.0,2025-09-30,1.11,12.3,104.48,118.97,12.29
18,012330,현대모비스,27400000000000.0,2025-09-30,-6.28,4.01,11.59,37.24,2.85
19,402340,SK스퀘어,26700000000000.0,2025-09-30,35.23,10.11,109.9,149.38,39.45
20,035720,카카오,26400000000000.0,2025-09-30,-4.64,-0.67,44.84,64.87,6.54
21,086790,하나금융지주,24300000000000.0,2025-09-30,6.08,1.04,42.25,48.3,-1.49
22,064350,현대로템,23900000000000.0,2025-09-30,14.0,11.45,115.34,308.58,5.71
23,015760,한국전력,23100000000000.0,2025-09-30,-0.83,-8.27,63.12,75.43,19.14
24,005490,POSCO홀딩스,22300000000000.0,2025-09-30,-3.33,5.75,-5.48,-28.31,15.76
25,267260,HD현대일렉트릭,21000000000000.0,2025-09-30,18.17,14.79,90.82,76.63,52.06
26,000810,삼성화재,20800000000000.0,2025-09-30,1.69,4.03,26.47,31.06,-1.11
27,011200,HMM,20600000000000.0,2025-09-30,-9.28,-10.89,1.93,8.2,3.49
28,138040,메리츠금융지주,19900000000000.0,2025-09-30,-10.28,0.89,-7.72,16.89,-2.56
29,051910,LG화학,19600000000000.0,2025-09-30,0.18,31.44,7.34,-22.02,45.68
30,010140,삼성중공업,19300000000000.0,2025-09-30,2.82,30.67,58.35,118.34,38.36
31,316140,우리금융지주,19300000000000.0,2025-09-30,4.64,15.59,55.86,67.42,-1.73
32,010130,고려아연,17800000000000.0,2025-09-30,12.18,12.45,20.23,33.87,16.29
33,096770,SK이노베이션,17000000000000.0,2025-09-30,-0.4,-17.89,-16.94,-14.18,33.93
34,006400,삼성SDI,16500000000000.0,2025-09-30,-0.97,18.63,5.01,-44.68,58.78
35,033780,KT&G,16300000000000.0,2025-09-30,-0.82,4.62,30.09,22.68,0.67
36,024110,기업은행,15500000000000.0,2025-09-30,2.31,6.57,33.84,39.3,-1.54
37,034730,SK,15200000000000.0,2025-09-30,1.45,2.69,53.28,37.08,17.86
38,009150,삼성전기,14500000000000.0,2025-09-30,20.56,43.65,42.38,46.04,16.28
39,259960,크래프톤,13900000000000.0,2025-09-30,-10.69,-19.42,-18.52,-14.6,-7.35
40,003670,포스코퓨처엠,12800000000000.0,2025-09-30,1.56,13.53,15.21,-40.78,53.31
41,030200,KT,12700000000000.0,2025-09-30,-6.65,-9.34,1.3,25.62,-2.28
42,018260,삼성에스디에스,12700000000000.0,2025-09-30,11.47,-3.18,38.45,6.14,2.56
43,298040,효성중공업,12500000000000.0,2025-09-30,8.06,50.39,211.27,284.51,56.72
44,086280,현대글로비스,12400000000000.0,2025-09-30,-10.3,22.7,44.08,35.46,3.39
45,066570,LG전자,12300000000000.0,2025-09-30,2.3,2.44,-5.5,-27.52,15.87
46,267250,HD현대,12300000000000.0,2025-09-30,13.35,20.0,109.43,103.14,35.14
47,006800,미래에셋증권,12200000000000.0,2025-09-30,11.49,-0.47,123.81,153.57,20.38
48,017670,SK텔레콤,11700000000000.0,2025-09-30,0.18,-4.23,-2.51,-2.86,-2.95
49,003230,삼양식품,11500000000000.0,2025-09-30,-2.36,9.61,81.16,181.58,-13.54
50,323410,카카오뱅크,11300000000000.0,2025-09-30,-3.65,-20.83,4.4,12.29,-4.0
51,079550,LIG넥스원,11300000000000.0,2025-09-30,4.8,-5.0,111.11,143.13,0.0
52,272210,한화시스템,11200000000000.0,2025-09-30,16.9,2.59,86.23,232.77,5.88
53,003550,LG,11100000000000.0,2025-09-30,-3.36,-9.55,9.59,-8.98,14.86
54,352820,하이브,11100000000000.0,2025-09-30,-7.32,-13.92,10.6,57.58,21.99
55,047810,한국항공우주,10500000000000.0,2025-09-30,13.45,20.27,44.58,107.29,-2.31
56,005830,DB손해보험,9810000000000.0,2025-09-30,5.0,12.33,56.85,23.33,-7.44
57,000100,유한양행,9520000000000.0,2025-09-30,4.93,14.3,4.47,-16.48,-2.6
58,443060,HD현대마린솔루션,9410000000000.0,2025-09-30,-1.41,2.19,50.65,102.51,16.43
59,278470,에이피알,9360000000000.0,2025-09-30,10.13,62.13,255.62,369.04,1.4
60,042700,한미반도체,9200000000000.0,2025-09-30,10.92,-5.39,26.14,-10.9,48.7
61,000150,두산,8940000000000.0,2025-09-30,-3.39,-17.53,84.64,219.17,75.6
62,010120,LS ELECTRIC,8540000000000.0,2025-09-30,0.0,-4.85,58.5,74.22,54.48
63,047050,포스코인터내셔널,8520000000000.0,2025-09-30,0.94,-2.52,-5.37,-15.15,15.79
64,003490,대한항공,8380000000000.0,2025-09-30,-4.21,-0.66,3.64,0.89,-1.1
65,010620,HD현대미포,8130000000000.0,2025-09-30,-0.49,-3.55,99.51,104.11,16.95
66,071050,한국금융지주,8080000000000.0,2025-09-30,7.89,3.87,94.11,97.55,22.48
67,326030,SK바이오팜,7940000000000.0,2025-09-30,2.84,10.22,0.6,-2.5,11.83
68,377300,카카오페이,7270000000000.0,2025-09-30,-10.03,-29.86,78.44,120.49,-2.6
69,034220,LG디스플레이,7210000000000.0,2025-09-30,20.08,60.83,58.18,31.72,-3.19
70,090430,아모레퍼시픽,7150000000000.0,2025-09-30,1.66,-10.53,17.03,-17.2,-0.49
71,021240,코웨이,7080000000000.0,2025-09-30,-5.47,1.76,15.88,47.68,-8.43
72,010950,S-Oil,7030000000000.0,2025-09-30,3.48,4.17,8.9,1.96,16.83
73,005940,NH투자증권,6920000000000.0,2025-09-30,-0.05,-2.85,35.05,44.71,3.5
74,180640,한진칼,6710000000000.0,2025-09-30,-10.11,-14.97,23.77,21.82,13.93
75,032640,LG유플러스,6600000000000.0,2025-09-30,3.37,7.34,48.02,56.47,-3.39
76,039490,키움증권,6460000000000.0,2025-09-30,19.22,6.99,88.9,88.46,22.24
77,016360,삼성증권,6400000000000.0,2025-09-30,4.22,-2.58,56.38,64.64,8.23
78,064400,LG씨엔에스,6370000000000.0,2025-09-30,-3.38,-12.52,31.93,,-4.11
79,000880,한화,6340000000000.0,2025-09-30,0.95,-10.29,104.59,192.73,16.08
80,029780,삼성카드,6060000000000.0,2025-09-30,3.56,5.87,28.98,27.1,-5.07
81,000720,현대건설,6060000000000.0,2025-09-30,-12.4,-30.7,56.77,78.36,26.65
82,088980,맥쿼리인프라,5510000000000.0,2025-09-30,-1.2,0.26,5.11,-2.04,-4.0
83,001040,CJ,5350000000000.0,2025-09-30,14.76,14.33,55.64,54.33,-7.68
84,241560,두산밥캣,5320000000000.0,2025-09-30,3.93,-4.64,8.61,36.7,13.69
85,251270,넷마블,5300000000000.0,2025-09-30,3.01,-0.48,51.6,3.7,-11.18
86,006260,LS,5290000000000.0,2025-09-30,-5.97,-15.23,54.77,35.55,30.24
87,028050,삼성E&A,5250000000000.0,2025-09-30,-7.9,21.27,34.88,21.82,2.24
88,007660,이수페타시스,5230000000000.0,2025-09-30,7.06,36.33,87.39,100.59,50.91
89,009830,한화솔루션,4910000000000.0,2025-09-30,0.71,-9.65,48.85,10.44,5.78
90,161390,한국타이어앤테크놀로지,4750000000000.0,2025-09-30,-4.48,-3.52,-4.24,-7.48,20.21
91,128940,한미약품,4700000000000.0,2025-09-30,21.12,28.32,56.84,14.15,6.4
92,036570,엔씨소프트,4650000000000.0,2025-09-30,6.4,4.6,35.76,13.09,2.55
93,138930,BNK금융지주,4590000000000.0,2025-09-30,1.32,17.19,41.38,61.39,-5.28
94,004020,현대제철,4530000000000.0,2025-09-30,5.76,15.48,31.59,21.68,-1.47
95,011070,LG이노텍,4440000000000.0,2025-09-30,11.06,27.41,13.54,-13.85,21.67
96,175330,JB금융지주,4390000000000.0,2025-09-30,-2.34,11.68,31.59,49.9,-0.44
97,051900,LG생활건강,4380000000000.0,2025-09-30,-3.21,-10.49,-13.73,-24.54,0.35
98,454910,두산로보틱스,4270000000000.0,2025-09-30,5.44,-0.3,26.73,3.45,7.89
99,078930,GS,4270000000000.0,2025-09-30,0.99,-1.5,23.19,7.99,5.98
100,307950,현대오토에버,4190000000000.0,2025-09-30,-13.04,-10.49,19.3,-2.3,5.7
101,271560,오리온,4100000000000.0,2025-09-30,-3.9,-4.78,-12.13,6.26,-2.99
102,035250,강원랜드,3930000000000.0,2025-09-30,1.72,0.33,9.61,8.19,-7.57
103,011790,SKC,3830000000000.0,2025-09-30,7.78,-8.26,-8.09,-29.4,14.84
104,082740,한화엔진,3750000000000.0,2025-09-30,-5.47,57.82,114.32,233.58,10.47
105,302440,SK바이오사이언스,3670000000000.0,2025-09-30,-0.95,-1.99,15.7,-15.52,8.76
106,036460,한국가스공사,3610000000000.0,2025-09-30,-1.14,-6.12,10.92,-16.09,7.8
107,031210,서울보증보험,3570000000000.0,2025-09-30,17.07,18.56,47.05,,-0.59
108,103140,풍산,3490000000000.0,2025-09-30,4.97,-3.11,102.44,103.43,-3.93
109,097950,CJ제일제당,3470000000000.0,2025-09-30,0.66,-7.43,-9.43,-24.18,0.0
110,002380,KCC,3410000000000.0,2025-09-30,-3.52,23.08,45.18,27.36,15.62
111,062040,산일전기,3350000000000.0,2025-09-30,-1.52,24.13,100.55,130.09,44.32
112,450080,에코프로머티,3310000000000.0,2025-09-30,-6.34,4.19,-26.21,-64.94,35.94
113,052690,한전기술,3200000000000.0,2025-09-30,-9.31,-19.65,42.28,25.26,24.22
114,012750,에스원,3200000000000.0,2025-09-30,4.99,22.59,30.39,42.3,-11.3
115,022100,포스코DX,3190000000000.0,2025-09-30,-6.46,-10.45,-17.0,-31.15,27.86
116,017800,현대엘리베이터,3130000000000.0,2025-09-30,2.04,-6.98,44.93,75.82,-5.0
117,439260,대한조선,3120000000000.0,2025-09-30,-5.82,,,,-5.93
118,004990,롯데지주,3040000000000.0,2025-09-30,-0.86,4.14,29.24,17.44,2.94
119,011170,롯데케미칼,2900000000000.0,2025-09-30,6.61,15.14,-0.15,-33.3,5.47
120,001440,대한전선,2890000000000.0,2025-09-30,-0.96,-9.98,29.87,29.01,35.63
121,111770,영원무역,2880000000000.0,2025-09-30,10.56,2.69,32.31,60.64,-9.24
122,042670,HD현대인프라코어,2850000000000.0,2025-09-30,7.55,19.46,73.17,101.33,4.3
123,071970,HD현대마린엔진,2810000000000.0,2025-09-30,-9.89,64.81,224.46,334.71,19.78
124,011780,금호석유화학,2760000000000.0,2025-09-30,-4.74,-7.03,-15.6,-33.88,10.54
125,088350,한화생명,2730000000000.0,2025-09-30,0.32,-4.55,22.37,9.58,-2.86
126,012510,더존비즈온,2700000000000.0,2025-09-30,11.68,31.7,56.24,69.66,0.22
127,066970,엘앤에프,2700000000000.0,2025-09-30,12.58,50.71,14.84,-34.54,67.83
128,026960,동서,2680000000000.0,2025-09-30,-1.28,-5.28,-4.61,40.54,1.12
129,489790,한화비전,2680000000000.0,2025-09-30,-0.38,5.78,-4.84,59.46,-3.95
130,008930,한미사이언스,2660000000000.0,2025-09-30,-5.24,-13.17,41.2,21.94,-1.8
131,004370,농심,2620000000000.0,2025-09-30,5.24,9.8,4.86,12.08,0.0
132,000990,DB하이텍,2520000000000.0,2025-09-30,23.61,21.37,29.09,40.94,3.7
133,001450,현대해상,2520000000000.0,2025-09-30,0.9,6.43,27.95,-14.7,-1.6
134,192820,코스맥스,2430000000000.0,2025-09-30,-0.92,-23.26,24.64,46.92,-5.83
135,462870,시프트업,2410000000000.0,2025-09-30,-1.44,-16.05,-26.04,-27.35,-6.58
136,003570,SNT다이내믹스,2400000000000.0,2025-09-30,15.68,40.12,141.4,199.38,-23.1
137,383220,F&F,2400000000000.0,2025-09-30,-5.71,-20.63,-1.72,-8.47,-0.96
138,014680,한솔케미칼,2370000000000.0,2025-09-30,17.88,21.72,72.3,55.51,10.53
139,030000,제일기획,2340000000000.0,2025-09-30,2.53,1.25,13.03,10.39,-0.25
140,097230,HJ중공업,2330000000000.0,2025-09-30,48.31,252.2,355.28,954.61,3.75
141,081660,미스토홀딩스,2320000000000.0,2025-09-30,-7.66,7.83,-1.28,-8.76,-4.15
142,139130,iM금융지주,2230000000000.0,2025-09-30,0.36,9.47,52.21,70.09,-1.67
143,000240,한국앤컴퍼니,2180000000000.0,2025-09-30,-5.74,19.79,46.59,34.58,2.61
144,001720,신영증권,2180000000000.0,2025-09-30,-11.14,9.42,70.18,67.17,5.82
145,361610,SK아이이테크놀로지,2170000000000.0,2025-09-30,-4.5,-1.49,12.77,-26.8,20.57
146,051600,한전KPS,2140000000000.0,2025-09-30,-5.27,-20.72,13.86,13.18,7.24
147,018670,SK가스,2140000000000.0,2025-09-30,-10.1,-10.27,-3.14,36.1,8.86
148,003690,코리안리,2120000000000.0,2025-09-30,0.55,6.45,32.28,55.87,-2.11
149,002790,아모레퍼시픽홀딩스,2120000000000.0,2025-09-30,-2.02,-16.06,30.0,-4.31,-2.81
150,139480,이마트,2080000000000.0,2025-09-30,5.59,-11.59,-7.13,27.53,-2.78
151,018880,한온시스템,2070000000000.0,2025-09-30,-14.69,-1.6,-18.77,-28.32,35.24
152,028670,팬오션,2060000000000.0,2025-09-30,-0.9,3.9,14.37,-3.38,-0.65
153,484870,엠앤씨솔루션,2040000000000.0,2025-09-30,24.16,47.84,188.96,,-14.25
154,008770,호텔신라,2020000000000.0,2025-09-30,9.59,-0.58,28.02,7.53,-4.28
155,483650,달바글로벌,2010000000000.0,2025-09-30,-8.45,-16.91,,,-9.29
